Tipo de residuo;Tipo de tratamiento;Clase de peligrosidad;periodo;Total
07.1. Residuos de vidrio;Total;PELIGROSO;2014;268
07.1. Residuos de vidrio;Total;PELIGROSO;2013;492
07.1. Residuos de vidrio;Total;PELIGROSO;2012;1.014
07.1. Residuos de vidrio;Total;PELIGROSO;2011;53.644
07.1. Residuos de vidrio;Total;PELIGROSO;2010;46.027
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2020;1.069.133
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2019;1.299.821
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2018;1.120.610
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2017;1.015.528
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2016;1.019.218
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2015;961.826
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2014;1.032.101
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2013;1.095.875
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2012;1.154.309
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2011;1.014.843
07.1. Residuos de vidrio;Total;TOTAL GENERAL;2010;1.185.268
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2020;4.242.419
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2019;3.904.767
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2018;3.912.650
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2017;3.840.462
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2016;4.071.171
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2015;4.076.533
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2014;4.069.099
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2013;4.732.631
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2012;4.920.239
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2011;3.911.981
07.2. Residuos de papel y cartón;Recuperación;NO PELIGROSO;2010;3.981.520
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2020;..
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2019;..
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2018;..
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2017;..
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2016;..
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2015;..
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2014;..
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2013;..
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2012;..
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2011;..
07.2. Residuos de papel y cartón;Recuperación;PELIGROSO;2010;0
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2020;4.242.419
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2019;3.904.767
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2018;3.912.650
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2017;3.840.462
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2016;4.071.171
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2015;4.076.533
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2014;4.069.099
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2013;4.732.631
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2012;4.920.239
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2011;3.911.981
07.2. Residuos de papel y cartón;Recuperación;TOTAL GENERAL;2010;3.981.520
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2020;0
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2019;0
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2018;0
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2017;0
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2016;0
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2015;0
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2014;0
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2013;0
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2012;0
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2011;0
07.2. Residuos de papel y cartón;Operaciones de relleno;NO PELIGROSO;2010;0
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2020;..
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2019;..
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2018;..
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2017;..
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2016;..
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2015;..
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2014;..
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2013;..
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2012;..
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2011;..
07.2. Residuos de papel y cartón;Operaciones de relleno;PELIGROSO;2010;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2020;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2019;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2018;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2017;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2016;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2015;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2014;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2013;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2012;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2011;0
07.2. Residuos de papel y cartón;Operaciones de relleno;TOTAL GENERAL;2010;0
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2020;4.009
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2019;1.900
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2018;1.501
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2017;4.005
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2016;7.057
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2015;1.345
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2014;1.542
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2013;1.354
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2012;14.175
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2011;62.997
07.2. Residuos de papel y cartón;Vertido;NO PELIGROSO;2010;327.951
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2020;..
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2019;..
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2018;..
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2017;..
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2016;..
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2015;..
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2014;..
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2013;..
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2012;..
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2011;..
07.2. Residuos de papel y cartón;Vertido;PELIGROSO;2010;0
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2020;4.009
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2019;1.900
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2018;1.501
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2017;4.005
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2016;7.057
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2015;1.345
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2014;1.542
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2013;1.354
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2012;14.175
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2011;62.997
07.2. Residuos de papel y cartón;Vertido;TOTAL GENERAL;2010;327.951
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2020;3.232
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2019;62
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2018;370
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2017;344
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2016;348
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2015;699
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2014;305
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2013;419
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2012;0
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2011;0
07.2. Residuos de papel y cartón;Incineración;NO PELIGROSO;2010;0
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2020;..
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2019;..
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2018;..
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2017;..
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2016;..
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2015;..
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2014;..
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2013;..
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2012;..
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2011;..
07.2. Residuos de papel y cartón;Incineración;PELIGROSO;2010;0
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2020;3.232
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2019;62
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2018;370
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2017;344
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2016;348
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2015;699
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2014;305
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2013;419
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2012;0
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2011;0
07.2. Residuos de papel y cartón;Incineración;TOTAL GENERAL;2010;0
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2020;4.249.660
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2019;3.906.729
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2018;3.914.521
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2017;3.844.811
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2016;4.078.576
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2015;4.078.577
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2014;4.070.946
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2013;4.734.404
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2012;4.934.414
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2011;3.974.977
07.2. Residuos de papel y cartón;Total;NO PELIGROSO;2010;4.309.471
07.2. Residuos de papel y cartón;Total;PELIGROSO;2020;..
07.2. Residuos de papel y cartón;Total;PELIGROSO;2019;..
07.2. Residuos de papel y cartón;Total;PELIGROSO;2018;..
07.2. Residuos de papel y cartón;Total;PELIGROSO;2017;..
07.2. Residuos de papel y cartón;Total;PELIGROSO;2016;..
07.2. Residuos de papel y cartón;Total;PELIGROSO;2015;..
07.2. Residuos de papel y cartón;Total;PELIGROSO;2014;..
07.2. Residuos de papel y cartón;Total;PELIGROSO;2013;..
07.2. Residuos de papel y cartón;Total;PELIGROSO;2012;..
07.2. Residuos de papel y cartón;Total;PELIGROSO;2011;..
07.2. Residuos de papel y cartón;Total;PELIGROSO;2010;0
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2020;4.249.660
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2019;3.906.729
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2018;3.914.521
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2017;3.844.811
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2016;4.078.576
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2015;4.078.577
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2014;4.070.946
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2013;4.734.404
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2012;4.934.414
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2011;3.974.977
07.2. Residuos de papel y cartón;Total;TOTAL GENERAL;2010;4.309.471
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2020;141.089
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2019;150.678
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2018;131.443
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2017;139.247
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2016;124.909
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2015;149.307
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2014;103.389
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2013;181.138
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2012;161.154
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2011;174.366
07.3. Residuos de caucho;Recuperación;NO PELIGROSO;2010;221.668
07.3. Residuos de caucho;Recuperación;PELIGROSO;2020;..
07.3. Residuos de caucho;Recuperación;PELIGROSO;2019;..
07.3. Residuos de caucho;Recuperación;PELIGROSO;2018;..
07.3. Residuos de caucho;Recuperación;PELIGROSO;2017;..
07.3. Residuos de caucho;Recuperación;PELIGROSO;2016;..
07.3. Residuos de caucho;Recuperación;PELIGROSO;2015;..
07.3. Residuos de caucho;Recuperación;PELIGROSO;2014;..
07.3. Residuos de caucho;Recuperación;PELIGROSO;2013;..
07.3. Residuos de caucho;Recuperación;PELIGROSO;2012;..
07.3. Residuos de caucho;Recuperación;PELIGROSO;2011;..
07.3. Residuos de caucho;Recuperación;PELIGROSO;2010;0
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2020;141.089
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2019;150.678
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2018;131.443
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2017;139.247
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2016;124.909
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2015;149.307
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2014;103.389
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2013;181.138
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2012;161.154
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2011;174.366
07.3. Residuos de caucho;Recuperación;TOTAL GENERAL;2010;221.668
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2020;0
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2019;0
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2018;0
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2017;0
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2016;0
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2015;0
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2014;0
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2013;0
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2012;0
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2011;0
07.3. Residuos de caucho;Operaciones de relleno;NO PELIGROSO;2010;0
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2020;..
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2019;..
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2018;..
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2017;..
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2016;..
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2015;..
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2014;..
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2013;..
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2012;..
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2011;..
07.3. Residuos de caucho;Operaciones de relleno;PELIGROSO;2010;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2020;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2019;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2018;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2017;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2016;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2015;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2014;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2013;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2012;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2011;0
07.3. Residuos de caucho;Operaciones de relleno;TOTAL GENERAL;2010;0
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2020;1.309
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2019;3.258
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2018;2.084
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2017;1.948
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2016;1.662
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2015;640
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2014;2.948
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2013;549
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2012;7.744
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2011;13.964
07.3. Residuos de caucho;Vertido;NO PELIGROSO;2010;23.969
07.3. Residuos de caucho;Vertido;PELIGROSO;2020;..
07.3. Residuos de caucho;Vertido;PELIGROSO;2019;..
07.3. Residuos de caucho;Vertido;PELIGROSO;2018;..
07.3. Residuos de caucho;Vertido;PELIGROSO;2017;..
07.3. Residuos de caucho;Vertido;PELIGROSO;2016;..
07.3. Residuos de caucho;Vertido;PELIGROSO;2015;..
07.3. Residuos de caucho;Vertido;PELIGROSO;2014;..
07.3. Residuos de caucho;Vertido;PELIGROSO;2013;..
07.3. Residuos de caucho;Vertido;PELIGROSO;2012;..
07.3. Residuos de caucho;Vertido;PELIGROSO;2011;..
07.3. Residuos de caucho;Vertido;PELIGROSO;2010;0
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2020;1.309
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2019;3.258
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2018;2.084
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2017;1.948
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2016;1.662
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2015;640
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2014;2.948
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2013;549
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2012;7.744
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2011;13.964
07.3. Residuos de caucho;Vertido;TOTAL GENERAL;2010;23.969
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2020;134.364
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2019;149.030
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2018;115.858
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2017;115.303
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2016;128.185
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2015;96.632
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2014;125.096
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2013;100.024
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2012;121.654
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2011;74.671
07.3. Residuos de caucho;Incineración;NO PELIGROSO;2010;106.329
07.3. Residuos de caucho;Incineración;PELIGROSO;2020;..
07.3. Residuos de caucho;Incineración;PELIGROSO;2019;..
07.3. Residuos de caucho;Incineración;PELIGROSO;2018;..
07.3. Residuos de caucho;Incineración;PELIGROSO;2017;..
07.3. Residuos de caucho;Incineración;PELIGROSO;2016;..
